id,prod,age,Sum Assured,Term,Term_if,Premium,sex,spc,prem_esc,sa_esc,esc_m,units_1,units_99,alloc_1,alloc_99,proj_max
143,1,25,20000,0,0,0,1,11,0,0,4,0,0,0,0,0
144,1,30,28000,0,0,0,0,11,0,0,1,0,0,0,0,0
145,1,31,20000,0,0,0,0,11,0,0,11,0,0,0,0,0
146,1,38,20000,0,0,0,1,11,0,0,9,0,0,0,0,0
147,1,43,29000,0,0,0,1,11,0,0,4,0,0,0,0,0
148,1,40,20000,0,0,0,1,11,0,0,6,0,0,0,0,0
149,1,27,20000,0,0,0,1,11,0,0,3,0,0,0,0,0
150,1,28,20000,0,0,0,1,11,0,0,2,0,0,0,0,0
151,1,25,25000,0,0,0,0,11,0,0,3,0,0,0,0,0
152,1,34,22000,0,0,0,1,11,0,0,4,0,0,0,0,0
153,1,48,20000,0,0,0,0,11,0,0,10,0,0,0,0,0
154,1,25,20000,0,0,0,1,11,0,0,11,0,0,0,0,0
155,1,50,20000,0,0,0,0,11,0,0,8,0,0,0,0,0
156,1,32,29000,0,0,0,0,11,0,0,12,0,0,0,0,0
157,1,27,24000,0,0,0,0,11,0,0,4,0,0,0,0,0
158,1,37,20000,0,0,0,1,11,0,0,1,0,0,0,0,0
159,1,50,25000,0,0,0,1,11,0,0,2,0,0,0,0,0
160,1,42,20000,0,0,0,1,11,0,0,12,0,0,0,0,0
161,1,25,20000,0,0,0,0,11,0,0,10,0,0,0,0,0
162,1,36,20000,0,0,0,1,11,0,0,2,0,0,0,0,0
163,1,47,20000,0,0,0,1,11,0,0,11,0,0,0,0,0
164,1,39,20000,0,0,0,1,11,0,0,9,0,0,0,0,0
165,1,48,20000,0,0,0,1,11,0,0,10,0,0,0,0,0
166,1,25,26000,0,0,0,1,11,0,0,4,0,0,0,0,0
167,1,27,24000,0,0,0,1,11,0,0,5,0,0,0,0,0
168,1,28,20000,0,0,0,0,11,0,0,4,0,0,0,0,0
169,1,25,24000,0,0,0,0,11,0,0,4,0,0,0,0,0
170,1,50,25000,0,0,0,0,11,0,0,9,0,0,0,0,0
171,1,31,20000,0,0,0,0,11,0,0,11,0,0,0,0,0
172,1,39,20000,0,0,0,0,11,0,0,4,0,0,0,0,0
173,1,46,21000,0,0,0,0,11,0,0,10,0,0,0,0,0
174,1,30,20000,0,0,0,0,11,0,0,4,0,0,0,0,0
175,1,25,20000,0,0,0,1,11,0,0,6,0,0,0,0,0
176,1,25,20000,0,0,0,0,11,0,0,1,0,0,0,0,0
177,1,25,24000,0,0,0,0,11,0,0,3,0,0,0,0,0
178,1,50,20000,0,0,0,0,11,0,0,3,0,0,0,0,0
179,1,43,23000,0,0,0,1,11,0,0,5,0,0,0,0,0
180,1,25,20000,0,0,0,0,11,0,0,11,0,0,0,0,0
181,1,50,20000,0,0,0,1,11,0,0,7,0,0,0,0,0
182,1,50,25000,0,0,0,1,11,0,0,8,0,0,0,0,0
183,1,37,21000,0,0,0,1,11,0,0,4,0,0,0,0,0
184,1,39,20000,0,0,0,0,11,0,0,5,0,0,0,0,0
185,1,28,20000,0,0,0,0,11,0,0,9,0,0,0,0,0
186,1,25,23000,0,0,0,1,11,0,0,5,0,0,0,0,0
187,1,25,20000,0,0,0,1,11,0,0,10,0,0,0,0,0
188,1,34,27000,0,0,0,1,11,0,0,3,0,0,0,0,0
189,1,35,20000,0,0,0,0,11,0,0,12,0,0,0,0,0
190,1,25,22000,0,0,0,0,11,0,0,2,0,0,0,0,0
191,1,28,20000,0,0,0,1,11,0,0,8,0,0,0,0,0
192,1,50,20000,0,0,0,1,11,0,0,2,0,0,0,0,0
193,1,35,20000,0,0,0,0,11,0,0,1,0,0,0,0,0
194,1,32,20000,0,0,0,1,11,0,0,11,0,0,0,0,0
195,1,25,20000,0,0,0,1,11,0,0,8,0,0,0,0,0
196,1,50,21000,0,0,0,1,11,0,0,2,0,0,0,0,0
197,1,30,29000,0,0,0,1,11,0,0,8,0,0,0,0,0
198,1,38,20000,0,0,0,1,11,0,0,5,0,0,0,0,0
199,1,30,22000,0,0,0,0,11,0,0,3,0,0,0,0,0
200,1,47,24000,0,0,0,0,11,0,0,6,0,0,0,0,0
201,1,31,20000,0,0,0,0,11,0,0,8,0,0,0,0,0
202,1,47,20000,0,0,0,1,11,0,0,10,0,0,0,0,0
203,1,25,20000,0,0,0,0,11,0,0,9,0,0,0,0,0
204,1,34,20000,0,0,0,0,11,0,0,3,0,0,0,0,0
205,1,25,20000,0,0,0,0,11,0,0,5,0,0,0,0,0
206,1,41,20000,0,0,0,1,11,0,0,8,0,0,0,0,0
207,1,25,22000,0,0,0,1,11,0,0,10,0,0,0,0,0
208,1,36,20000,0,0,0,1,11,0,0,4,0,0,0,0,0
209,1,36,23000,0,0,0,0,11,0,0,9,0,0,0,0,0
210,1,28,20000,0,0,0,1,11,0,0,1,0,0,0,0,0
211,1,40,20000,0,0,0,1,11,0,0,1,0,0,0,0,0
212,1,25,21000,0,0,0,0,11,0,0,11,0,0,0,0,0
213,1,46,20000,0,0,0,0,11,0,0,12,0,0,0,0,0
214,1,33,20000,0,0,0,0,11,0,0,11,0,0,0,0,0
215,1,46,23000,0,0,0,0,11,0,0,1,0,0,0,0,0
216,1,46,20000,0,0,0,1,11,0,0,10,0,0,0,0,0
217,1,42,20000,0,0,0,1,11,0,0,5,0,0,0,0,0
218,1,50,20000,0,0,0,0,11,0,0,12,0,0,0,0,0
219,1,38,20000,0,0,0,1,11,0,0,5,0,0,0,0,0
220,1,38,20000,0,0,0,1,11,0,0,3,0,0,0,0,0
221,1,25,21000,0,0,0,1,11,0,0,6,0,0,0,0,0
222,1,25,20000,0,0,0,0,11,0,0,8,0,0,0,0,0
223,1,50,20000,0,0,0,1,11,0,0,10,0,0,0,0,0
224,1,25,20000,0,0,0,0,11,0,0,7,0,0,0,0,0
225,1,36,37000,0,0,0,0,11,0,0,2,0,0,0,0,0
226,1,36,20000,0,0,0,0,11,0,0,3,0,0,0,0,0
227,1,50,20000,0,0,0,1,11,0,0,1,0,0,0,0,0
228,1,41,20000,0,0,0,1,11,0,0,3,0,0,0,0,0
229,1,29,20000,0,0,0,0,11,0,0,7,0,0,0,0,0
230,1,29,20000,0,0,0,0,11,0,0,5,0,0,0,0,0
231,1,50,23000,0,0,0,0,11,0,0,11,0,0,0,0,0
232,1,48,22000,0,0,0,0,11,0,0,8,0,0,0,0,0
233,1,44,20000,0,0,0,1,11,0,0,12,0,0,0,0,0
234,1,45,20000,0,0,0,1,11,0,0,11,0,0,0,0,0
235,1,25,21000,0,0,0,1,11,0,0,9,0,0,0,0,0
236,1,50,20000,0,0,0,1,11,0,0,5,0,0,0,0,0
237,1,46,21000,0,0,0,0,11,0,0,9,0,0,0,0,0
238,1,50,20000,0,0,0,0,11,0,0,3,0,0,0,0,0
239,1,30,20000,0,0,0,0,11,0,0,7,0,0,0,0,0
240,1,34,26000,0,0,0,1,11,0,0,12,0,0,0,0,0
241,1,25,20000,0,0,0,0,11,0,0,11,0,0,0,0,0
242,1,29,20000,0,0,0,1,11,0,0,9,0,0,0,0,0
243,1,29,20000,0,0,0,0,11,0,0,10,0,0,0,0,0
244,1,25,20000,0,0,0,1,11,0,0,2,0,0,0,0,0
245,1,48,20000,0,0,0,1,11,0,0,2,0,0,0,0,0
246,1,25,20000,0,0,0,0,11,0,0,4,0,0,0,0,0
247,1,39,20000,0,0,0,0,11,0,0,9,0,0,0,0,0
248,1,29,22000,0,0,0,1,11,0,0,11,0,0,0,0,0
249,1,25,26000,0,0,0,1,11,0,0,6,0,0,0,0,0
250,1,30,20000,0,0,0,1,11,0,0,12,0,0,0,0,0
1,2,37,55000,36,0,0,1,20,0,0,5,0,0,0,0,0
2,2,43,114000,132,0,0,0,20,0,0,11,0,0,0,0,0
3,2,41,94000,72,0,0,1,20,0,0,7,0,0,0,0,0
4,2,21,55000,48,0,0,0,20,0,0,9,0,0,0,0,0
5,2,31,104000,84,0,0,1,20,0,0,4,0,0,0,0,0
6,2,33,114000,144,0,0,1,20,0,0,7,0,0,0,0,0
7,2,30,171000,144,0,0,0,20,0,0,12,0,0,0,0,0
8,2,44,159000,36,0,0,1,20,0,0,3,0,0,0,0,0
9,2,35,90000,108,0,0,1,20,0,0,5,0,0,0,0,0
10,2,32,114000,36,0,0,1,20,0,0,3,0,0,0,0,0
11,2,30,119000,96,0,0,0,20,0,0,12,0,0,0,0,0
12,2,31,161000,120,0,0,0,20,0,0,6,0,0,0,0,0
13,2,47,122000,144,0,0,0,20,0,0,1,0,0,0,0,0
14,2,38,85000,36,0,0,0,20,0,0,4,0,0,0,0,0
15,2,34,74000,96,0,0,1,20,0,0,10,0,0,0,0,0
16,2,38,122000,144,0,0,1,20,0,0,4,0,0,0,0,0
17,2,33,53000,36,0,0,1,20,0,0,7,0,0,0,0,0
18,2,30,88000,36,0,0,1,20,0,0,3,0,0,0,0,0
19,2,43,73000,36,0,0,0,20,0,0,5,0,0,0,0,0
20,2,43,72000,144,0,0,1,20,0,0,5,0,0,0,0,0
21,2,21,89000,60,0,0,0,20,0,0,5,0,0,0,0,0
22,2,38,63000,144,0,0,0,20,0,0,10,0,0,0,0,0
23,2,39,108000,108,0,0,0,20,0,0,8,0,0,0,0,0
24,2,44,112000,72,0,0,0,20,0,0,7,0,0,0,0,0
25,2,40,74000,144,0,0,1,20,0,0,2,0,0,0,0,0
26,2,50,116000,144,0,0,1,20,0,0,5,0,0,0,0,0
27,2,39,58000,144,0,0,0,20,0,0,10,0,0,0,0,0
28,2,22,86000,36,0,0,0,20,0,0,5,0,0,0,0,0
29,2,37,130000,144,0,0,1,20,0,0,5,0,0,0,0,0
30,2,33,140000,36,0,0,0,20,0,0,4,0,0,0,0,0
31,2,27,103000,36,0,0,0,20,0,0,1,0,0,0,0,0
32,2,43,78000,84,0,0,1,20,0,0,5,0,0,0,0,0
33,2,37,157000,60,0,0,0,20,0,0,3,0,0,0,0,0
34,2,34,114000,96,0,0,0,20,0,0,1,0,0,0,0,0
35,2,29,74000,132,0,0,1,20,0,0,4,0,0,0,0,0
36,2,44,112000,144,0,0,1,20,0,0,7,0,0,0,0,0
37,2,21,81000,36,0,0,1,20,0,0,8,0,0,0,0,0
38,2,39,37000,48,0,0,1,20,0,0,2,0,0,0,0,0
39,2,35,128000,84,0,0,1,20,0,0,10,0,0,0,0,0
40,2,45,110000,36,0,0,1,20,0,0,6,0,0,0,0,0
41,2,30,65000,60,0,0,1,20,0,0,8,0,0,0,0,0
42,2,44,111000,36,0,0,1,20,0,0,7,0,0,0,0,0
43,2,23,74000,36,0,0,0,20,0,0,4,0,0,0,0,0
44,2,22,104000,36,0,0,1,20,0,0,12,0,0,0,0,0
45,2,36,158000,60,0,0,0,20,0,0,10,0,0,0,0,0
46,2,21,84000,60,0,0,1,20,0,0,8,0,0,0,0,0
47,2,27,99000,36,0,0,0,20,0,0,10,0,0,0,0,0
48,2,24,139000,36,0,0,0,20,0,0,10,0,0,0,0,0
49,2,30,39000,144,0,0,1,20,0,0,10,0,0,0,0,0
50,2,24,85000,96,0,0,0,20,0,0,2,0,0,0,0,0
51,2,45,89000,36,0,0,0,20,0,0,1,0,0,0,0,0
52,2,37,50000,60,0,0,1,20,0,0,4,0,0,0,0,0
53,2,21,74000,36,0,0,0,20,0,0,6,0,0,0,0,0
54,2,49,70000,120,0,0,1,20,0,0,7,0,0,0,0,0
55,2,39,89000,60,0,0,0,20,0,0,6,0,0,0,0,0
56,2,31,39000,132,0,0,0,20,0,0,8,0,0,0,0,0
57,2,38,73000,144,0,0,0,20,0,0,2,0,0,0,0,0
58,2,32,155000,96,0,0,1,20,0,0,8,0,0,0,0,0
59,2,38,126000,72,0,0,1,20,0,0,6,0,0,0,0,0
60,2,25,74000,144,0,0,1,20,0,0,9,0,0,0,0,0
61,2,25,106000,60,0,0,0,20,0,0,6,0,0,0,0,0
62,2,41,76000,36,0,0,0,20,0,0,10,0,0,0,0,0
63,2,38,81000,120,0,0,1,20,0,0,2,0,0,0,0,0
64,2,47,85000,36,0,0,0,20,0,0,11,0,0,0,0,0
65,2,49,101000,144,0,0,0,20,0,0,8,0,0,0,0,0
66,2,33,139000,132,0,0,0,20,0,0,7,0,0,0,0,0
67,2,34,105000,60,0,0,0,20,0,0,7,0,0,0,0,0
68,2,34,127000,36,0,0,0,20,0,0,2,0,0,0,0,0
69,2,45,148000,144,0,0,0,20,0,0,3,0,0,0,0,0
70,2,28,97000,36,0,0,0,20,0,0,2,0,0,0,0,0
71,2,46,143000,36,0,0,0,20,0,0,7,0,0,0,0,0
72,2,36,88000,60,0,0,1,20,0,0,4,0,0,0,0,0
73,2,35,80000,48,0,0,1,20,0,0,4,0,0,0,0,0
74,2,34,137000,144,0,0,1,20,0,0,11,0,0,0,0,0
75,2,44,97000,144,0,0,1,20,0,0,9,0,0,0,0,0
76,2,37,59000,96,0,0,0,20,0,0,5,0,0,0,0,0
77,2,30,69000,36,0,0,0,20,0,0,6,0,0,0,0,0
78,2,22,94000,84,0,0,0,20,0,0,2,0,0,0,0,0
79,2,38,128000,144,0,0,0,20,0,0,10,0,0,0,0,0
80,2,21,120000,36,0,0,0,20,0,0,7,0,0,0,0,0
81,2,29,120000,72,0,0,1,20,0,0,9,0,0,0,0,0
82,2,42,70000,36,0,0,0,20,0,0,6,0,0,0,0,0
83,2,40,89000,84,0,0,1,20,0,0,7,0,0,0,0,0
84,2,28,101000,144,0,0,1,20,0,0,11,0,0,0,0,0
85,2,34,136000,120,0,0,0,20,0,0,4,0,0,0,0,0
86,2,35,122000,48,0,0,1,20,0,0,3,0,0,0,0,0
87,2,30,97000,36,0,0,0,20,0,0,2,0,0,0,0,0
88,2,46,179000,132,0,0,1,20,0,0,4,0,0,0,0,0
89,2,42,50000,36,0,0,1,20,0,0,11,0,0,0,0,0
90,2,44,96000,120,0,0,1,20,0,0,7,0,0,0,0,0
91,2,25,30000,36,0,0,0,20,0,0,3,0,0,0,0,0
92,2,25,141000,132,0,0,0,20,0,0,8,0,0,0,0,0
93,2,33,69000,132,0,0,0,20,0,0,12,0,0,0,0,0
94,2,28,93000,144,0,0,0,20,0,0,2,0,0,0,0,0
95,2,41,160000,120,0,0,0,20,0,0,10,0,0,0,0,0
96,2,32,68000,132,0,0,0,20,0,0,9,0,0,0,0,0
97,2,21,112000,36,0,0,1,20,0,0,11,0,0,0,0,0
98,2,26,112000,120,0,0,1,20,0,0,2,0,0,0,0,0
99,2,22,99000,36,0,0,0,20,0,0,8,0,0,0,0,0
100,2,25,35000,108,0,0,1,20,0,0,7,0,0,0,0,0
101,2,32,120000,60,0,0,1,20,0,0,10,0,0,0,0,0
102,2,42,36000,48,0,0,1,20,0,0,10,0,0,0,0,0
103,2,30,66000,72,0,0,0,20,0,0,1,0,0,0,0,0
104,2,33,140000,36,0,0,0,20,0,0,7,0,0,0,0,0
105,2,32,60000,36,0,0,1,20,0,0,11,0,0,0,0,0
106,2,22,100000,36,0,0,0,20,0,0,10,0,0,0,0,0
107,2,31,124000,36,0,0,0,20,0,0,6,0,0,0,0,0
108,2,39,67000,60,0,0,1,20,0,0,7,0,0,0,0,0
109,2,39,107000,36,0,0,1,20,0,0,1,0,0,0,0,0
110,2,36,90000,36,0,0,1,20,0,0,2,0,0,0,0,0
111,2,32,82000,84,0,0,1,20,0,0,2,0,0,0,0,0
112,2,32,56000,60,0,0,1,20,0,0,3,0,0,0,0,0
113,2,30,167000,36,0,0,1,20,0,0,3,0,0,0,0,0
114,2,38,178000,144,0,0,0,20,0,0,7,0,0,0,0,0
115,2,30,93000,36,0,0,0,20,0,0,2,0,0,0,0,0
116,2,49,107000,144,0,0,0,20,0,0,5,0,0,0,0,0
117,2,43,95000,36,0,0,0,20,0,0,6,0,0,0,0,0
118,2,33,112000,144,0,0,1,20,0,0,4,0,0,0,0,0
119,2,30,124000,36,0,0,0,20,0,0,4,0,0,0,0,0
120,2,37,96000,72,0,0,1,20,0,0,5,0,0,0,0,0
121,2,42,68000,36,0,0,1,20,0,0,1,0,0,0,0,0
122,2,33,76000,36,0,0,0,20,0,0,1,0,0,0,0,0
123,2,33,180000,144,0,0,0,20,0,0,10,0,0,0,0,0
124,2,44,118000,60,0,0,0,20,0,0,3,0,0,0,0,0
125,2,33,73000,108,0,0,1,20,0,0,3,0,0,0,0,0
126,2,29,153000,144,0,0,0,20,0,0,11,0,0,0,0,0
127,2,21,72000,36,0,0,1,20,0,0,5,0,0,0,0,0
128,2,35,101000,36,0,0,1,20,0,0,9,0,0,0,0,0
129,2,33,85000,108,0,0,0,20,0,0,4,0,0,0,0,0
130,2,43,57000,144,0,0,1,20,0,0,12,0,0,0,0,0
131,2,52,97000,72,0,0,1,20,0,0,1,0,0,0,0,0
132,2,28,101000,120,0,0,1,20,0,0,1,0,0,0,0,0
133,2,32,52000,96,0,0,0,20,0,0,3,0,0,0,0,0
134,2,23,86000,36,0,0,1,20,0,0,11,0,0,0,0,0
135,2,31,137000,36,0,0,0,20,0,0,9,0,0,0,0,0
136,2,37,121000,144,0,0,0,20,0,0,9,0,0,0,0,0
137,2,34,70000,60,0,0,0,20,0,0,7,0,0,0,0,0
138,2,37,83000,132,0,0,0,20,0,0,12,0,0,0,0,0
139,2,40,82000,36,0,0,0,20,0,0,12,0,0,0,0,0
140,2,43,47000,120,0,0,1,20,0,0,1,0,0,0,0,0
141,2,45,187000,36,0,0,0,20,0,0,1,0,0,0,0,0
142,2,27,160000,48,0,0,0,20,0,0,9,0,0,0,0,0
143,2,43,152000,144,0,0,0,20,0,0,11,0,0,0,0,0
144,2,39,135000,36,0,0,0,20,0,0,3,0,0,0,0,0
145,2,21,114000,144,0,0,0,20,0,0,6,0,0,0,0,0
146,2,36,44000,96,0,0,1,20,0,0,6,0,0,0,0,0
147,2,57,127000,144,0,0,1,20,0,0,7,0,0,0,0,0
148,2,24,58000,96,0,0,0,20,0,0,6,0,0,0,0,0
149,2,44,93000,36,0,0,1,20,0,0,10,0,0,0,0,0
150,2,37,118000,144,0,0,1,20,0,0,2,0,0,0,0,0
151,2,22,107000,36,0,0,1,20,0,0,5,0,0,0,0,0
152,2,33,83000,144,0,0,1,20,0,0,7,0,0,0,0,0
153,2,46,102000,144,0,0,1,20,0,0,12,0,0,0,0,0
154,2,40,85000,84,0,0,0,20,0,0,10,0,0,0,0,0
155,2,29,50000,48,0,0,0,20,0,0,4,0,0,0,0,0
156,2,45,83000,36,0,0,1,20,0,0,1,0,0,0,0,0
157,2,32,64000,144,0,0,1,20,0,0,6,0,0,0,0,0
158,2,32,65000,132,0,0,0,20,0,0,10,0,0,0,0,0
159,2,50,80000,144,0,0,1,20,0,0,3,0,0,0,0,0
160,2,23,27000,72,0,0,0,20,0,0,11,0,0,0,0,0
161,2,26,139000,144,0,0,0,20,0,0,12,0,0,0,0,0
162,2,38,130000,72,0,0,0,20,0,0,2,0,0,0,0,0
163,2,48,81000,48,0,0,1,20,0,0,5,0,0,0,0,0
164,2,53,90000,36,0,0,1,20,0,0,8,0,0,0,0,0
165,2,25,169000,144,0,0,0,20,0,0,2,0,0,0,0,0
166,2,21,159000,36,0,0,1,20,0,0,10,0,0,0,0,0
167,2,29,134000,144,0,0,1,20,0,0,5,0,0,0,0,0
168,2,37,135000,36,0,0,0,20,0,0,10,0,0,0,0,0
169,2,32,112000,144,0,0,1,20,0,0,9,0,0,0,0,0
170,2,40,104000,144,0,0,1,20,0,0,3,0,0,0,0,0
171,2,38,107000,36,0,0,0,20,0,0,2,0,0,0,0,0
172,2,32,77000,144,0,0,1,20,0,0,12,0,0,0,0,0
173,2,45,54000,96,0,0,1,20,0,0,7,0,0,0,0,0
174,2,44,97000,108,0,0,1,20,0,0,4,0,0,0,0,0
175,2,34,166000,36,0,0,1,20,0,0,7,0,0,0,0,0
176,2,50,101000,36,0,0,0,20,0,0,9,0,0,0,0,0
177,2,47,128000,144,0,0,1,20,0,0,8,0,0,0,0,0
178,2,33,79000,60,0,0,0,20,0,0,10,0,0,0,0,0
179,2,22,112000,84,0,0,0,20,0,0,8,0,0,0,0,0
180,2,55,110000,108,0,0,0,20,0,0,4,0,0,0,0,0
181,2,37,65000,144,0,0,1,20,0,0,11,0,0,0,0,0
182,2,35,42000,132,0,0,0,20,0,0,10,0,0,0,0,0
183,2,43,119000,84,0,0,0,20,0,0,2,0,0,0,0,0
184,2,29,135000,60,0,0,1,20,0,0,4,0,0,0,0,0
185,2,33,118000,36,0,0,1,20,0,0,1,0,0,0,0,0
186,2,25,95000,48,0,0,0,20,0,0,10,0,0,0,0,0
187,2,29,68000,36,0,0,0,20,0,0,11,0,0,0,0,0
188,2,33,106000,120,0,0,1,20,0,0,2,0,0,0,0,0
189,2,36,91000,84,0,0,0,20,0,0,5,0,0,0,0,0
190,2,31,63000,144,0,0,0,20,0,0,10,0,0,0,0,0
191,2,31,48000,96,0,0,0,20,0,0,2,0,0,0,0,0
192,2,31,109000,144,0,0,1,20,0,0,1,0,0,0,0,0
193,2,29,45000,60,0,0,1,20,0,0,3,0,0,0,0,0
194,2,42,110000,144,0,0,1,20,0,0,9,0,0,0,0,0
195,2,25,68000,132,0,0,1,20,0,0,1,0,0,0,0,0
196,2,21,152000,120,0,0,1,20,0,0,5,0,0,0,0,0
197,2,36,106000,60,0,0,0,20,0,0,5,0,0,0,0,0
198,2,28,84000,84,0,0,0,20,0,0,9,0,0,0,0,0
199,2,34,126000,36,0,0,0,20,0,0,4,0,0,0,0,0
200,2,40,77000,132,0,0,1,20,0,0,6,0,0,0,0,0
201,2,36,76000,144,0,0,0,20,0,0,5,0,0,0,0,0
202,2,28,99000,60,0,0,1,20,0,0,3,0,0,0,0,0
203,2,23,126000,132,0,0,1,20,0,0,2,0,0,0,0,0
204,2,43,65000,120,0,0,0,20,0,0,11,0,0,0,0,0
205,2,33,128000,36,0,0,0,20,0,0,7,0,0,0,0,0
206,2,38,53000,48,0,0,0,20,0,0,3,0,0,0,0,0
207,2,37,150000,144,0,0,1,20,0,0,3,0,0,0,0,0
208,2,38,106000,144,0,0,1,20,0,0,10,0,0,0,0,0
209,2,41,131000,36,0,0,1,20,0,0,1,0,0,0,0,0
210,2,43,104000,36,0,0,0,20,0,0,5,0,0,0,0,0
211,2,34,77000,36,0,0,0,20,0,0,3,0,0,0,0,0
212,2,32,96000,36,0,0,1,20,0,0,4,0,0,0,0,0
213,2,29,73000,144,0,0,1,20,0,0,5,0,0,0,0,0
214,2,21,157000,36,0,0,1,20,0,0,12,0,0,0,0,0
215,2,21,83000,144,0,0,1,20,0,0,11,0,0,0,0,0
216,2,34,94000,36,0,0,1,20,0,0,3,0,0,0,0,0
217,2,29,138000,144,0,0,1,20,0,0,1,0,0,0,0,0
218,2,39,124000,36,0,0,1,20,0,0,7,0,0,0,0,0
219,2,48,50000,36,0,0,1,20,0,0,9,0,0,0,0,0
220,2,25,95000,36,0,0,1,20,0,0,3,0,0,0,0,0
221,2,33,135000,144,0,0,1,20,0,0,3,0,0,0,0,0
222,2,31,74000,84,0,0,0,20,0,0,4,0,0,0,0,0
223,2,37,93000,84,0,0,0,20,0,0,12,0,0,0,0,0
224,2,45,82000,36,0,0,1,20,0,0,12,0,0,0,0,0
225,2,26,91000,36,0,0,1,20,0,0,11,0,0,0,0,0
226,2,38,136000,132,0,0,1,20,0,0,7,0,0,0,0,0
227,2,36,108000,144,0,0,0,20,0,0,4,0,0,0,0,0
228,2,26,180000,60,0,0,0,20,0,0,10,0,0,0,0,0
229,2,36,86000,48,0,0,1,20,0,0,1,0,0,0,0,0
230,2,30,68000,144,0,0,0,20,0,0,10,0,0,0,0,0
231,2,33,90000,132,0,0,0,20,0,0,12,0,0,0,0,0
232,2,38,98000,36,0,0,1,20,0,0,3,0,0,0,0,0
233,2,30,105000,36,0,0,0,20,0,0,7,0,0,0,0,0
234,2,41,106000,108,0,0,1,20,0,0,5,0,0,0,0,0
235,2,35,106000,96,0,0,1,20,0,0,3,0,0,0,0,0
236,2,40,137000,60,0,0,1,20,0,0,8,0,0,0,0,0
237,2,49,146000,144,0,0,0,20,0,0,12,0,0,0,0,0
238,2,47,62000,132,0,0,1,20,0,0,5,0,0,0,0,0
239,2,33,37000,144,0,0,1,20,0,0,2,0,0,0,0,0
240,2,28,41000,72,0,0,1,20,0,0,9,0,0,0,0,0
241,2,33,107000,144,0,0,1,20,0,0,1,0,0,0,0,0
242,2,41,117000,72,0,0,1,20,0,0,1,0,0,0,0,0
243,2,29,66000,144,0,0,1,20,0,0,8,0,0,0,0,0
244,2,33,99000,144,0,0,1,20,0,0,12,0,0,0,0,0
245,2,37,117000,36,0,0,1,20,0,0,6,0,0,0,0,0
246,2,31,98000,36,0,0,0,20,0,0,9,0,0,0,0,0
247,2,35,127000,132,0,0,1,20,0,0,3,0,0,0,0,0
248,2,36,49000,36,0,0,1,20,0,0,3,0,0,0,0,0
249,2,28,143000,84,0,0,1,20,0,0,9,0,0,0,0,0
250,2,35,187000,72,0,0,1,20,0,0,11,0,0,0,0,0
1,3,58,258000,0,0,0,0,30,0,0,8,0,0,0,0,0
2,3,62,164000,0,0,0,1,30,0,0,11,0,0,0,0,0
3,3,64,101000,0,0,0,0,30,0,0,9,0,0,0,0,0
4,3,61,384000,0,0,0,0,30,0,0,10,0,0,0,0,0
5,3,57,332000,0,0,0,1,30,0,0,4,0,0,0,0,0
6,3,68,394000,0,0,0,1,30,0,0,7,0,0,0,0,0
7,3,56,269000,0,0,0,0,30,0,0,3,0,0,0,0,0
8,3,63,568000,0,0,0,1,30,0,0,11,0,0,0,0,0
9,3,64,91000,0,0,0,1,30,0,0,7,0,0,0,0,0
10,3,58,145000,0,0,0,1,30,0,0,8,0,0,0,0,0
11,3,66,115000,0,0,0,0,30,0,0,9,0,0,0,0,0
12,3,67,255000,0,0,0,1,30,0,0,7,0,0,0,0,0
13,3,59,111000,0,0,0,1,30,0,0,2,0,0,0,0,0
14,3,58,294000,0,0,0,1,30,0,0,5,0,0,0,0,0
15,3,55,169000,0,0,0,0,30,0,0,1,0,0,0,0,0
16,3,65,119000,0,0,0,1,30,0,0,11,0,0,0,0,0
17,3,64,144000,0,0,0,0,30,0,0,10,0,0,0,0,0
18,3,68,70000,0,0,0,0,30,0,0,8,0,0,0,0,0
19,3,62,372000,0,0,0,1,30,0,0,7,0,0,0,0,0
20,3,62,84000,0,0,0,1,30,0,0,9,0,0,0,0,0
21,3,58,356000,0,0,0,0,30,0,0,4,0,0,0,0,0
22,3,55,203000,0,0,0,0,30,0,0,3,0,0,0,0,0
23,3,61,200000,0,0,0,1,30,0,0,4,0,0,0,0,0
24,3,69,192000,0,0,0,0,30,0,0,9,0,0,0,0,0
25,3,69,383000,0,0,0,0,30,0,0,6,0,0,0,0,0
26,3,64,290000,0,0,0,1,30,0,0,12,0,0,0,0,0
27,3,63,115000,0,0,0,0,30,0,0,7,0,0,0,0,0
28,3,60,89000,0,0,0,1,30,0,0,7,0,0,0,0,0
29,3,62,276000,0,0,0,0,30,0,0,6,0,0,0,0,0
30,3,59,166000,0,0,0,1,30,0,0,2,0,0,0,0,0
31,3,68,431000,0,0,0,1,30,0,0,5,0,0,0,0,0
32,3,64,446000,0,0,0,0,30,0,0,7,0,0,0,0,0
33,3,65,301000,0,0,0,1,30,0,0,6,0,0,0,0,0
34,3,62,424000,0,0,0,0,30,0,0,5,0,0,0,0,0
35,3,57,346000,0,0,0,1,30,0,0,3,0,0,0,0,0
36,3,55,60000,0,0,0,0,30,0,0,3,0,0,0,0,0
37,3,55,236000,0,0,0,1,30,0,0,11,0,0,0,0,0
38,3,65,211000,0,0,0,1,30,0,0,7,0,0,0,0,0
39,3,68,420000,0,0,0,1,30,0,0,4,0,0,0,0,0
